pdb_id,split,cluster_id,n_residues,n_contacts,contact_rate
4ZJ8,train,541.0,503,2,0.003976143141153081
4ZJC,train,541.0,503,1,0.0019880715705765406
4ZJL,test,645.0,6255,23,0.0036770583533173463
4ZJO,test,645.0,6258,16,0.002556727388942154
4ZJQ,test,645.0,6223,19,0.0030531897798489476
4ZR1,val,794.0,549,3,0.00546448087431694
4ZV5,val,168.0,182,4,0.02197802197802198
4ZW9,train,462.0,470,8,0.01702127659574468
4ZWC,train,462.0,936,3,0.003205128205128205
4ZYO,train,242.0,298,3,0.010067114093959731
5A1S,train,660.0,1721,5,0.002905287623474724
5A25,test,346.0,516,6,0.011627906976744186
5A43,val,436.0,442,3,0.006787330316742082
5A63,test,191.0,1223,2,0.001635322976287817
5A8E,val,468.0,285,5,0.017543859649122806
5ADU,val,323.0,1687,1,0.0005927682276229994
5AH3,train,752.0,447,5,0.011185682326621925
5AHY,train,488.0,242,1,0.004132231404958678
5AHZ,train,488.0,243,2,0.00823045267489712
5AW9,train,406.0,1299,1,0.0007698229407236335
5AWW,train,264.0,559,2,0.0035778175313059034
5AYN,train,759.0,405,10,0.024691358024691357
5AZB,train,384.0,284,1,0.0035211267605633804
5AZP,test,99.0,1340,5,0.0037313432835820895
5B0I,val,142.0,1193,4,0.003352891869237217
5B0K,val,142.0,1189,12,0.010092514718250631
5B0M,val,142.0,2396,7,0.002921535893155259
5B1A,test,83.0,3550,46,0.012957746478873239
5B1B,test,83.0,3552,48,0.013513513513513514
5B3S,test,83.0,3542,53,0.014963297571993224
5B57,test,409.0,1170,1,0.0008547008547008547
5B5E,train,622.0,5249,140,0.026671746999428463
5B66,train,622.0,5230,127,0.024282982791587
5BN2,train,678.0,260,2,0.007692307692307693
5BQG,test,514.0,148,1,0.006756756756756757
5BQH,test,514.0,148,3,0.02027027027027027
5BQI,test,514.0,148,2,0.013513513513513514
5BWO,train,795.0,283,4,0.014134275618374558
5C02,train,13.0,25,7,0.28
5C1M,val,428.0,413,1,0.002421307506053269
5C4W,test,676.0,832,1,0.001201923076923077
5C65,train,462.0,909,2,0.0022002200220022
5C8C,val,209.0,787,2,0.0025412960609911056
5C9A,val,209.0,819,2,0.002442002442002442
5CA6,test,437.0,318,2,0.006289308176100629
5CE4,val,298.0,131,4,0.030534351145038167
5CGC,val,98.0,409,3,0.007334963325183374
5CGD,val,98.0,408,2,0.004901960784313725
5CXV,val,699.0,451,1,0.0022172949002217295
5D1W,val,326.0,1162,25,0.021514629948364887
5D3I,train,755.0,739,2,0.0027063599458728013
5D5A,val,699.0,442,4,0.00904977375565611
5D5B,val,699.0,442,4,0.00904977375565611
5D5D,val,652.0,403,7,0.017369727047146403
5D6L,val,699.0,442,3,0.006787330316742082
5DA0,train,632.0,579,2,0.0034542314335060447
5DCO,train,143.0,285,13,0.0456140350877193
5DCR,train,143.0,285,12,0.042105263157894736
5DCS,train,143.0,287,11,0.03832752613240418
5DDC,test,487.0,466,1,0.002145922746781116
5DEQ,train,787.0,437,4,0.009153318077803204
5DHG,val,516.0,660,4,0.006060606060606061
5DHH,val,516.0,669,1,0.0014947683109118087
5DIC,test,285.0,115,1,0.008695652173913044
5DIR,train,552.0,608,11,0.018092105263157895
5DSG,val,699.0,791,7,0.008849557522123894
5DUO,train,435.0,463,7,0.01511879049676026
5DWY,val,110.0,1281,1,0.00078064012490242
5DYS,train,365.0,326,5,0.015337423312883436
5E79,train,622.0,5264,24,0.004559270516717325
5E7C,train,622.0,5264,28,0.005319148936170213
5E7X,train,137.0,155,1,0.0064516129032258064
5E9S,val,110.0,1283,5,0.003897116134060795
5EE7,test,380.0,416,3,0.007211538461538462
5EIK,train,743.0,234,4,0.017094017094017096
5EIY,train,438.0,1386,9,0.006493506493506494
5EJZ,train,438.0,1383,12,0.008676789587852495
5EKB,train,143.0,285,12,0.042105263157894736
5EN0,train,365.0,337,5,0.01483679525222552
5F19,train,334.0,1102,3,0.0027223230490018148
5F1A,train,334.0,1105,3,0.0027149321266968325
5F2T,train,327.0,509,1,0.0019646365422396855
5F31,train,327.0,256,1,0.00390625
5FCR,train,8.0,919,2,0.002176278563656148
5FDQ,train,334.0,1102,3,0.0027223230490018148
5FGN,train,520.0,536,2,0.0037313432835820895
5FI8,train,218.0,363,5,0.013774104683195593
5FJG,val,633.0,269,15,0.055762081784386616
5FUF,train,752.0,449,1,0.0022271714922048997
5FV3,test,351.0,455,1,0.002197802197802198
5FVN,train,155.0,2052,29,0.014132553606237816
5FZ0,test,351.0,453,2,0.004415011037527594
5FZ6,test,351.0,454,3,0.006607929515418502
5FZ9,test,351.0,454,2,0.004405286343612335
5FZB,test,351.0,454,1,0.0022026431718061676
5FZC,test,351.0,453,3,0.006622516556291391
5FZG,test,351.0,455,1,0.002197802197802198
5FZH,test,351.0,460,2,0.004347826086956522
5G28,val,633.0,264,2,0.007575757575757576
5G2D,val,633.0,267,1,0.003745318352059925
5G36,train,488.0,242,2,0.008264462809917356
5G54,val,633.0,269,1,0.0037174721189591076
5GIX,val,601.0,1162,16,0.013769363166953529
5GIY,val,601.0,581,4,0.0068846815834767644
5GJV,train,565.0,2661,7,0.0026305900037579856
5GLO,train,243.0,655,2,0.0030534351145038168
5GLP,train,243.0,655,8,0.012213740458015267
5GLR,train,243.0,655,2,0.0030534351145038168
5GN0,train,439.0,1014,4,0.0039447731755424065
5GP9,train,620.0,380,2,0.005263157894736842
5GTH,train,622.0,5284,47,0.008894776684330053
5GTI,train,622.0,5284,44,0.008327024981074944
5GTO,train,522.0,278,2,0.007194244604316547
5GTP,train,522.0,272,3,0.011029411764705883
5GYD,train,538.0,901,1,0.0011098779134295228
5H23,val,9.0,302,3,0.009933774834437087
5H2F,train,622.0,5147,123,0.023897415970468235
5HGU,train,439.0,399,4,0.010025062656641603
5HK1,train,415.0,650,3,0.004615384615384616
5HK2,train,415.0,641,5,0.0078003120124804995
5HXC,val,332.0,300,1,0.0033333333333333335
5HXE,val,332.0,297,3,0.010101010101010102
5HXR,val,332.0,293,2,0.006825938566552901
5HXS,val,332.0,296,2,0.006756756756756757
5HYA,val,332.0,297,4,0.013468013468013467
5HYB,val,168.0,182,5,0.027472527472527472
5I20,train,410.0,1638,7,0.004273504273504274
5I6C,train,286.0,948,6,0.006329113924050633
5I6X,test,156.0,976,4,0.004098360655737705
5I9K,test,514.0,123,7,0.056910569105691054
5IA9,test,514.0,123,7,0.056910569105691054
5IFO,val,601.0,582,2,0.003436426116838488
5IKQ,train,334.0,1102,4,0.003629764065335753
5IKR,train,334.0,1102,15,0.013611615245009074
5IKV,train,334.0,1102,4,0.003629764065335753
5ITC,train,106.0,684,4,0.005847953216374269
5ITE,train,106.0,684,11,0.01608187134502924
5IU4,val,699.0,388,10,0.02577319587628866
5IU7,val,699.0,392,7,0.017857142857142856
5IU8,val,699.0,387,10,0.025839793281653745
5IUA,val,699.0,388,7,0.01804123711340206
5IUB,val,699.0,388,9,0.023195876288659795
5IUX,test,621.0,1555,18,0.01157556270096463
5IUY,test,99.0,1341,4,0.002982848620432513
5IY5,test,83.0,3758,32,0.008515167642362959
5IYU,val,652.0,429,2,0.004662004662004662
5J0Z,test,621.0,1555,3,0.0019292604501607716
5JAE,train,644.0,1010,5,0.0049504950495049506
5JAF,train,644.0,494,2,0.004048582995951417
5JAG,train,644.0,496,4,0.008064516129032258
5JDF,val,332.0,294,4,0.013605442176870748
5JDG,val,332.0,294,2,0.006802721088435374
5JDM,val,332.0,294,1,0.003401360544217687
5JDN,val,332.0,297,3,0.010101010101010102
5JDQ,val,332.0,296,1,0.0033783783783783786
5JJE,train,488.0,284,1,0.0035211267605633804
5JJF,train,488.0,284,1,0.0035211267605633804
5JJN,train,488.0,560,3,0.005357142857142857
5JKI,train,33.0,201,4,0.01990049751243781
5JMN,test,645.0,3413,12,0.0035159683562847933
5JNQ,val,157.0,307,1,0.003257328990228013
5JNV,val,352.0,154,5,0.032467532467532464
5JSI,train,474.0,430,2,0.004651162790697674
5JTB,val,699.0,388,7,0.01804123711340206
5JVZ,train,334.0,1103,2,0.001813236627379873
5JW1,train,334.0,1103,3,0.0027198549410698096
5K06,train,169.0,157,2,0.012738853503184714
5K0I,test,514.0,147,2,0.013605442176870748
5K2A,val,699.0,398,8,0.020100502512562814
5K2B,val,699.0,394,8,0.02030456852791878
5K2C,val,699.0,396,5,0.012626262626262626
5K2D,val,699.0,395,6,0.015189873417721518
5K53,train,442.0,436,3,0.006880733944954129
5KAF,train,622.0,5313,13,0.0024468285337850555
5KAI,train,622.0,5310,18,0.003389830508474576
5KBN,val,436.0,442,2,0.004524886877828055
5KKH,train,106.0,684,6,0.008771929824561403
5KKZ,test,194.0,3456,20,0.005787037037037037
5KLV,train,463.0,2077,20,0.009629272989889264
5KNK,test,10.0,324,6,0.018518518518518517
5KOM,val,436.0,441,2,0.0045351473922902496
5KSD,train,109.0,1666,3,0.001800720288115246
5KSI,train,634.0,574,8,0.013937282229965157
5KSJ,train,634.0,574,1,0.0017421602787456446
5KUK,train,333.0,326,1,0.003067484662576687
5KUM,train,333.0,326,1,0.003067484662576687
5KYM,train,550.0,473,1,0.0021141649048625794
5L7D,train,387.0,1166,2,0.0017152658662092624
5L7K,train,788.0,327,2,0.0061162079510703364
5L8R,val,596.0,3230,15,0.0046439628482972135
5LA0,train,411.0,476,3,0.0063025210084033615
5LDL,train,287.0,3720,376,0.1010752688172043
5LGD,val,419.0,551,2,0.003629764065335753
5LMM,val,323.0,1688,1,0.0005924170616113745
5LNK,train,768.0,7918,8,0.0010103561505430665
5LRI,train,394.0,820,4,0.004878048780487805
5LSE,train,394.0,821,3,0.0036540803897685747
5LWE,val,428.0,560,9,0.01607142857142857
5LWY,train,269.0,511,2,0.003913894324853229
5LX9,train,269.0,511,2,0.003913894324853229
5LXA,train,269.0,522,1,0.0019157088122605363
5ML5,val,526.0,326,3,0.009202453987730062
5MLZ,train,72.0,355,1,0.0028169014084507044
5MM0,train,72.0,355,2,0.005633802816901409
5MMY,train,440.0,489,1,0.002044989775051125
5MRW,test,716.0,4332,1,0.00023084025854108956
5MTX,val,526.0,331,3,0.00906344410876133
5MTY,val,526.0,328,3,0.009146341463414634
5MVM,test,621.0,1555,1,0.0006430868167202572
5MVN,test,621.0,1555,9,0.005787781350482315
5MX2,train,622.0,5253,22,0.004188083000190367
5MZJ,val,699.0,386,10,0.025906735751295335
5MZP,val,699.0,389,12,0.030848329048843187
5MZR,test,621.0,1555,3,0.0019292604501607716
5N2R,val,699.0,388,11,0.028350515463917526
5N4M,val,298.0,133,4,0.03007518796992481
5N4P,val,298.0,133,5,0.03759398496240601
5N4Q,val,298.0,133,6,0.045112781954887216
5N6H,train,789.0,1001,13,0.012987012987012988
5N6L,train,789.0,997,9,0.009027081243731194
5N6M,train,789.0,491,3,0.006109979633401222
5NC5,test,645.0,3528,8,0.0022675736961451248
5NCC,train,546.0,3468,4,0.0011534025374855825
5NCQ,train,464.0,984,2,0.0020325203252032522
5NDC,test,617.0,752,3,0.003989361702127659
5NJ4,val,708.0,1185,1,0.0008438818565400844
5NLX,val,699.0,382,3,0.007853403141361256
5NM2,val,699.0,388,50,0.12886597938144329
5NM4,val,699.0,382,19,0.049738219895287955
5NMI,train,463.0,3934,12,0.003050330452465684
5NNK,train,170.0,34,5,0.14705882352941177
5NSW,test,99.0,1341,6,0.0044742729306487695
5NTY,test,279.0,175,1,0.005714285714285714
5NU2,test,279.0,175,1,0.005714285714285714
5NU6,test,279.0,175,1,0.005714285714285714
5NU8,test,279.0,175,1,0.005714285714285714
5NU9,test,279.0,175,1,0.005714285714285714
5NUP,train,155.0,1634,5,0.0030599755201958386
5NV9,train,455.0,480,1,0.0020833333333333333
5NXR,train,155.0,1056,3,0.002840909090909091
5NXU,train,155.0,1056,5,0.004734848484848485
5O4C,val,708.0,1185,2,0.0016877637130801688
5O64,val,708.0,1177,1,0.0008496176720475786
5O65,train,265.0,850,4,0.004705882352941176
5O68,train,265.0,3203,1,0.00031220730565095225
5O9H,train,760.0,589,12,0.02037351443123939
5O9S,test,225.0,775,4,0.005161290322580645
5O9U,test,225.0,802,2,0.0024937655860349127
5O9V,test,225.0,802,5,0.006234413965087282
5OAQ,train,439.0,244,1,0.004098360655737705
5OCE,train,327.0,1009,5,0.004955401387512388
5OCH,test,95.0,4473,7,0.001564945226917058
5OGE,val,215.0,2417,10,0.004137360364087712
5OGK,val,215.0,2359,10,0.00423908435777872
5OJO,train,537.0,536,1,0.0018656716417910447
5OKD,train,463.0,2016,9,0.004464285714285714
5OLG,val,699.0,390,13,0.03333333333333333
5OLH,val,699.0,390,11,0.028205128205128206
5OLO,val,699.0,385,6,0.015584415584415584
5OLV,val,699.0,388,11,0.028350515463917526
5OLZ,val,699.0,387,12,0.031007751937984496
5OM1,val,699.0,388,12,0.030927835051546393
5OM4,val,699.0,389,14,0.03598971722365039
5OMG,val,526.0,337,1,0.002967359050445104
5OMJ,train,143.0,284,14,0.04929577464788732
5OMK,train,143.0,285,12,0.042105263157894736
5ONU,train,744.0,960,6,0.00625
5OON,train,697.0,270,3,0.011111111111111112
5OQT,test,441.0,484,7,0.014462809917355372
5OSA,test,621.0,1565,15,0.009584664536741214
5OSC,test,621.0,1560,16,0.010256410256410256
5OY0,val,596.0,6771,34,0.005021414857480431
5PRC,val,708.0,1185,3,0.002531645569620253
5SY1,test,328.0,1458,2,0.0013717421124828531
5SYT,test,539.0,444,54,0.12162162162162163
5T1A,val,699.0,444,1,0.0022522522522522522
5T36,test,514.0,147,2,0.013605442176870748
5T37,test,514.0,148,2,0.013513513513513514
5T77,test,354.0,467,49,0.10492505353319058
5TBO,train,218.0,362,5,0.013812154696132596
5TCO,val,526.0,327,4,0.012232415902140673
5TD3,test,52.0,611,5,0.008183306055646482
5TE3,train,365.0,326,6,0.018404907975460124
5TGZ,train,228.0,439,1,0.002277904328018223
5TIS,train,622.0,5313,16,0.0030114812723508375
5TL9,test,514.0,147,2,0.013605442176870748
5TR1,train,412.0,1648,2,0.0012135922330097086
5TVN,train,753.0,393,2,0.005089058524173028
5TZR,val,699.0,437,4,0.009153318077803204
5TZY,val,699.0,418,2,0.004784688995215311
5U6X,train,334.0,1106,5,0.0045207956600361665
5UC9,val,232.0,840,3,0.0035714285714285713
5UEN,train,753.0,767,4,0.005215123859191656
5UIW,train,292.0,419,2,0.00477326968973747
5UNI,train,171.0,355,4,0.011267605633802818
5UPH,val,419.0,640,33,0.0515625
5UR9,val,298.0,1084,14,0.012915129151291513
5URZ,test,244.0,238,1,0.004201680672268907
5UTO,train,694.0,575,6,0.010434782608695653
5UVI,val,699.0,391,6,0.015345268542199489
5UWZ,train,442.0,219,1,0.0045662100456621
5V2C,train,622.0,5272,66,0.01251896813353566
5V6N,test,621.0,1550,1,0.0006451612903225806
5V8K,test,100.0,625,2,0.0032
5VBL,test,458.0,365,2,0.005479452054794521
5VEW,test,380.0,845,1,0.001183431952662722
5VNW,val,601.0,1404,2,0.0014245014245014246
5VRA,val,699.0,390,9,0.023076923076923078
5VRG,train,789.0,494,3,0.006072874493927126
5VRH,train,789.0,490,2,0.004081632653061225
5VXT,test,52.0,623,4,0.006420545746388443
5W3S,train,635.0,1940,9,0.004639175257731959
5W58,train,334.0,557,2,0.003590664272890485
5W78,test,26.0,524,12,0.022900763358778626
5W7B,test,26.0,1012,10,0.009881422924901186
5W7D,test,489.0,528,3,0.005681818181818182
5W97,test,83.0,3550,27,0.007605633802816901
5WAU,test,83.0,3550,31,0.008732394366197183
5WB2,train,413.0,618,3,0.0048543689320388345
5WBE,train,334.0,1106,4,0.003616636528028933
5WF5,val,699.0,444,1,0.0022522522522522522
5WF6,val,699.0,441,1,0.0022675736961451248
5WIU,train,753.0,373,4,0.010723860589812333
5WIV,train,753.0,379,2,0.005277044854881266
5WKT,train,365.0,337,15,0.04451038575667656
5WOO,train,694.0,575,4,0.006956521739130435
5WQC,train,541.0,499,2,0.004008016032064128
5WS5,train,622.0,5283,43,0.008139314783267083
5WS6,train,622.0,5283,47,0.00889646034450123
5WVR,val,796.0,417,2,0.004796163069544364
5X19,test,83.0,3550,33,0.009295774647887323
5X1B,test,83.0,3550,23,0.006478873239436619
5X1F,test,83.0,3550,34,0.009577464788732394
5X93,val,699.0,430,3,0.0069767441860465115
5XA7,train,464.0,994,5,0.005030181086519115
5XA8,train,464.0,994,1,0.001006036217303823
5XA9,train,464.0,994,4,0.004024144869215292
5XAA,train,464.0,994,5,0.005030181086519115
5XAB,train,464.0,994,5,0.005030181086519115
5XAN,train,266.0,1461,1,0.0006844626967830253
5XAP,train,266.0,732,5,0.006830601092896175
5XAR,train,660.0,1650,1,0.0006060606060606061
5XAS,train,660.0,816,2,0.0024509803921568627
5XAT,train,660.0,1641,2,0.001218769043266301
5XDQ,test,83.0,3542,45,0.012704686617730096
5XDX,test,83.0,3542,47,0.013269339356295878
5XHQ,train,789.0,978,4,0.00408997955010225
5XJ6,test,490.0,200,1,0.005
5XMJ,test,492.0,4296,5,0.0011638733705772813
5XNL,train,622.0,9364,44,0.004698846646732166
5XNM,train,622.0,8712,44,0.005050505050505051
5XNN,val,427.0,854,3,0.00351288056206089
5XNO,val,427.0,854,3,0.00351288056206089
5XR8,train,228.0,431,2,0.004640371229698376
5XRA,train,228.0,428,3,0.007009345794392523
5XSZ,val,699.0,448,3,0.006696428571428571
5XTC,train,668.0,4701,15,0.003190810465858328
5XTD,train,768.0,8191,15,0.0018312782322060799
5XTE,train,463.0,4222,23,0.005447655139744197
5Y5S,train,394.0,2726,87,0.031914893617021274
5Y78,test,245.0,610,12,0.019672131147540985
5Y79,test,245.0,610,7,0.011475409836065573
5Y7P,train,745.0,2575,1,0.0003883495145631068
5Y9I,train,73.0,297,1,0.003367003367003367
5YB1,val,601.0,1162,20,0.01721170395869191
5YCK,train,623.0,450,2,0.0044444444444444444
5YHF,train,266.0,734,4,0.005449591280653951
5YHJ,train,121.0,817,3,0.0036719706242350062
5YLU,train,406.0,1233,1,0.0008110300081103001
5YLV,train,406.0,1247,3,0.0024057738572574178
5YQZ,train,540.0,586,2,0.0034129692832764505
5YS3,train,11.0,552,1,0.0018115942028985507
5YUA,test,523.0,228,1,0.0043859649122807015
5YUB,test,523.0,229,1,0.004366812227074236
5Z0B,val,601.0,1694,6,0.0035419126328217238
5Z1N,train,636.0,166,2,0.012048192771084338
5Z62,test,83.0,1855,9,0.004851752021563342
5Z84,test,83.0,3550,55,0.015492957746478873
5Z85,test,83.0,3550,53,0.014929577464788733
5Z86,test,83.0,3550,42,0.011830985915492958
5Z96,val,667.0,2665,5,0.001876172607879925
5ZCO,test,83.0,3550,46,0.012957746478873239
5ZCP,test,83.0,3550,54,0.015211267605633802
5ZCQ,test,83.0,3550,61,0.017183098591549296
5ZGB,val,596.0,3102,3,0.0009671179883945841
5ZGH,val,596.0,2757,6,0.002176278563656148
5ZIH,test,515.0,562,9,0.01601423487544484
5ZJI,val,596.0,4086,9,0.0022026431718061676
5ZKQ,val,699.0,678,3,0.004424778761061947
5ZM7,val,796.0,366,1,0.00273224043715847
5ZMV,train,464.0,999,1,0.001001001001001001
5ZMW,train,464.0,1000,2,0.002
5ZTK,val,633.0,264,1,0.003787878787878788
5ZTL,val,633.0,260,3,0.011538461538461539
5ZTY,val,699.0,449,1,0.0022271714922048997
5ZVT,train,62.0,11588,30,0.0025888850535036242
5ZX5,train,685.0,3256,9,0.002764127764127764
5ZZN,train,622.0,5246,110,0.020968356843309187
6A15,val,456.0,439,1,0.002277904328018223
6A2J,train,187.0,309,11,0.03559870550161812
6A6M,test,95.0,589,4,0.006791171477079796
6A6N,test,95.0,587,2,0.0034071550255536627
6A91,train,650.0,1380,1,0.0007246376811594203
6A93,train,753.0,729,1,0.0013717421124828531
6A94,train,753.0,729,1,0.0013717421124828531
6A98,test,761.0,802,1,0.0012468827930174563
6A9J,train,385.0,675,3,0.0044444444444444444
6AB9,val,633.0,264,2,0.007575757575757576
6ABA,val,633.0,264,3,0.011363636363636364
6ACU,test,676.0,808,2,0.0024752475247524753
6ADQ,test,83.0,6026,40,0.006637902422834384
6AEI,val,667.0,2568,7,0.0027258566978193145
6AJG,train,233.0,900,13,0.014444444444444444
6AK3,train,216.0,544,5,0.009191176470588236
6AKS,test,676.0,824,2,0.0024271844660194173
6AKY,train,292.0,340,1,0.0029411764705882353
6AQ1,val,298.0,268,8,0.029850746268656716
6AQ3,train,92.0,1014,4,0.0039447731755424065
6AQF,val,699.0,390,6,0.015384615384615385
6AWN,test,156.0,976,4,0.004098360655737705
6AWO,test,156.0,976,1,0.0010245901639344263
6AWQ,test,156.0,976,1,0.0010245901639344263
6B21,train,752.0,369,3,0.008130081300813009
6B24,val,436.0,441,3,0.006802721088435374
6B2A,val,436.0,442,3,0.006787330316742082
6B2B,val,436.0,442,3,0.006787330316742082
6B2D,val,436.0,441,2,0.0045351473922902496
6B73,val,428.0,798,5,0.006265664160401002
6B80,train,443.0,244,5,0.020491803278688523
6BAJ,test,645.0,3042,7,0.0023011176857330702
6BD4,train,656.0,379,4,0.010554089709762533
6BFG,train,101.0,746,7,0.00938337801608579
6BHU,train,308.0,1208,1,0.0008278145695364238
6BL3,train,334.0,2208,3,0.001358695652173913
6BL4,train,334.0,2208,4,0.0018115942028985507
6BML,train,267.0,586,2,0.0034129692832764505
6BMS,train,267.0,563,2,0.003552397868561279
6BPL,test,95.0,1141,1,0.0008764241893076249
6BPM,train,386.0,1422,2,0.0014064697609001407
6BPN,train,386.0,656,1,0.001524390243902439
6BPO,train,386.0,2844,4,0.0014064697609001407
6BQH,train,753.0,351,1,0.002849002849002849
6BQO,val,436.0,349,5,0.014326647564469915
6BQR,train,457.0,3792,9,0.0023734177215189874
6BQV,train,457.0,3728,8,0.002145922746781116
6BR8,train,414.0,498,5,0.010040160642570281
6BR9,train,414.0,233,1,0.004291845493562232
6BWD,train,288.0,2600,14,0.005384615384615384
6BWI,train,158.0,2484,13,0.005233494363929146
6BX4,val,436.0,438,2,0.0045662100456621
6C1R,val,516.0,374,4,0.0106951871657754
6C3I,train,551.0,774,6,0.007751937984496124
6CB2,train,697.0,270,9,0.03333333333333333
6CC9,train,203.0,5810,1176,0.20240963855421687
6CCH,train,203.0,4067,989,0.24317678878780427
6CCX,train,203.0,5810,1848,0.3180722891566265
6CI0,test,83.0,1579,3,0.0018999366687777073
6CM4,val,699.0,423,2,0.004728132387706856
6CNJ,test,74.0,3122,4,0.0012812299807815502
6CNK,test,74.0,2694,2,0.0007423904974016332
6CNM,val,444.0,1700,8,0.004705882352941176
6CNN,val,444.0,2024,12,0.005928853754940711
6CO7,train,457.0,4244,28,0.006597549481621112
6CSM,val,30.0,1092,3,0.0027472527472527475
6CSN,test,515.0,281,1,0.0035587188612099642
6CSO,test,515.0,282,1,0.0035460992907801418
6CSX,test,645.0,2999,6,0.0020006668889629878
6CUG,train,510.0,803,4,0.0049813200498132005
6D0J,train,268.0,967,6,0.0062047569803516025
6D0K,train,268.0,967,6,0.0062047569803516025
6D0N,train,268.0,969,6,0.006191950464396285
6D27,val,699.0,442,1,0.0022624434389140274
6D64,train,510.0,382,5,0.013089005235602094
6D6U,test,621.0,2106,1,0.0004748338081671415
6D91,train,551.0,398,6,0.01507537688442211
6D9Z,train,20.0,1433,83,0.05792044661549198
6DIZ,test,676.0,842,2,0.0023752969121140144
6DJ6,val,217.0,555,4,0.007207207207207207
6DJZ,train,415.0,653,5,0.007656967840735069
6DK0,train,415.0,652,1,0.0015337423312883436
6DK1,train,415.0,652,6,0.009202453987730062
6DKE,train,694.0,283,1,0.0035335689045936395
6DMY,train,103.0,1144,2,0.0017482517482517483
6DO1,train,753.0,1006,1,0.0009940357852882703
6DRX,train,753.0,368,2,0.005434782608695652
6DRY,train,753.0,390,3,0.007692307692307693
6DRZ,train,753.0,388,4,0.010309278350515464
6DS0,train,753.0,368,3,0.008152173913043478
6DY1,train,304.0,327,8,0.024464831804281346
6DZY,test,156.0,988,2,0.0020242914979757085
6E0B,train,218.0,375,2,0.005333333333333333
6E12,train,75.0,422,2,0.004739336492890996
6E1H,train,103.0,2120,2,0.0009433962264150943
6E1K,val,186.0,1444,8,0.00554016620498615
6E1M,val,186.0,1066,6,0.005628517823639775
6E1N,val,186.0,1272,10,0.007861635220125786
6E1P,val,186.0,1286,8,0.006220839813374806
6E4V,test,452.0,672,8,0.011904761904761904
6E8Q,val,254.0,527,3,0.0056925996204933585
6EBU,test,12.0,165,1,0.006060606060606061
6EDQ,val,30.0,540,6,0.011111111111111112
6EHJ,test,225.0,763,2,0.002621231979030144
6EID,test,515.0,496,6,0.012096774193548387
6EIG,test,515.0,498,6,0.012048192771084338
6ENE,train,155.0,987,1,0.0010131712259371835
6ET5,val,708.0,3491,1,0.0002864508736751647
6EU6,test,257.0,405,2,0.0049382716049382715
6EW2,val,298.0,133,7,0.05263157894736842
6EW4,val,298.0,133,6,0.045112781954887216
6EW5,val,298.0,532,31,0.05827067669172932
6EXS,train,416.0,487,6,0.012320328542094456
6F0I,test,621.0,1555,2,0.0012861736334405145
6F0J,test,621.0,1555,2,0.0012861736334405145
6F0N,test,621.0,1555,1,0.0006430868167202572
6F0V,test,621.0,1555,1,0.0006430868167202572
6F10,test,621.0,1555,1,0.0006430868167202572
6F11,test,621.0,1555,1,0.0006430868167202572
6F12,test,621.0,1555,1,0.0006430868167202572
6F13,test,621.0,1555,2,0.0012861736334405145
6F15,test,621.0,1555,1,0.0006430868167202572
6F34,test,441.0,486,3,0.006172839506172839
6F6C,train,143.0,556,22,0.039568345323741004
6F6E,train,143.0,556,23,0.04136690647482014
6F6F,train,143.0,283,12,0.04240282685512368
6F6G,train,143.0,558,28,0.05017921146953405
6F6H,train,143.0,557,26,0.0466786355475763
6F6L,train,143.0,556,28,0.050359712230215826
6F6M,train,143.0,556,26,0.046762589928057555
6FFI,val,98.0,409,2,0.004889975550122249
6FJ3,test,329.0,591,2,0.00338409475465313
6FK6,train,365.0,326,8,0.024539877300613498
6FK7,train,365.0,326,9,0.027607361963190184
6FK8,train,365.0,326,3,0.009202453987730062
6FK9,train,365.0,326,10,0.03067484662576687
6FKA,train,365.0,326,8,0.024539877300613498
6FKB,train,365.0,328,8,0.024390243902439025
6FKC,train,365.0,326,5,0.015337423312883436
6FKD,train,365.0,326,6,0.018404907975460124
6FMS,train,552.0,616,11,0.017857142857142856
6FMT,train,697.0,254,2,0.007874015748031496
6FMV,train,697.0,270,5,0.018518518518518517
6FMW,train,697.0,270,3,0.011111111111111112
6FMX,train,33.0,201,9,0.04477611940298507
6FPI,val,323.0,1698,14,0.008244994110718492
6FPO,val,323.0,1688,2,0.001184834123222749
6FPW,val,323.0,1690,12,0.007100591715976331
6FYJ,train,121.0,417,1,0.002398081534772182
6G2J,train,768.0,8152,12,0.0014720314033366045
6G38,val,67.0,327,1,0.0030581039755351682
6G7H,train,106.0,230,12,0.05217391304347826
6G7I,train,106.0,230,12,0.05217391304347826
6G7J,train,106.0,230,16,0.06956521739130435
6G7K,train,106.0,230,11,0.04782608695652174
6G7L,train,106.0,230,12,0.05217391304347826
6G7R,val,323.0,1688,14,0.008293838862559242
6GCI,train,261.0,416,13,0.03125
6GE3,train,439.0,244,3,0.012295081967213115
6GE4,train,439.0,248,1,0.004032258064516129
6GE5,train,439.0,244,2,0.00819672131147541
6GE6,train,439.0,254,2,0.007874015748031496
6GEC,train,439.0,247,1,0.004048582995951417
6GEE,train,439.0,247,1,0.004048582995951417
6GEG,train,439.0,244,2,0.00819672131147541
6GEI,train,439.0,255,1,0.00392156862745098
6GEK,train,439.0,475,3,0.00631578947368421
6GPX,train,292.0,587,39,0.06643952299829642
6GS4,val,122.0,593,1,0.0016863406408094434
6GT3,val,699.0,388,16,0.041237113402061855
